Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,Day Change %,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 1M %,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1817817.02,Large,1343.3,-0.06,1390.89,1420.42,45.54,Bearish,Bearish,-3.51,-8.95,-2.5,15.7,38.92,0.9583,0.22,20.67,2.51,1611.8,1227.6,-16.66,9.42,-18.07,15.7,10.16,Strong Bear,Correcting,74,6.0,-0.53,-0.12,1.24,Rising,Death Cross,25,-5.87,-2.45,0.89,111.9,104.0,1.08
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,1224456.9,Large,795.45,-1.78,842.72,913.19,46.64,Bullish,Bearish,-4.48,-15.29,-18.59,-8.27,92.81,1.1361,0.487,18.99,3.13,1020.5,726.65,-22.05,9.47,-27.78,-8.27,1.91,Strong Bear,Damaged,185,6.0,0.62,-0.98,1.55,Rising,Death Cross,45,-6.84,-8.79,-15.2,96.8,118.8,0.81
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,1121196.28,Large,1840.6,-0.81,1889.56,1920.63,47.34,Bullish,Bearish,2.18,-9.2,-5.22,10.04,21.16,0.7237,0.017,19.13,2.35,2174.5,1746.9,-15.36,5.36,-17.61,10.04,35.43,Strong Bear,Correcting,104,5.0,5.25,-0.27,1.17,Rising,Death Cross,17,-0.18,-2.71,-1.83,88.3,84.5,1.04
SBIN.NS,State Bank of India,Financial Services,Banks - Regional,985045.4,Large,1067.15,-0.41,1071.41,976.43,50.22,Bullish,Bearish,-1.66,6.66,23.78,45.75,11.49,0.9801,0.459,21.43,3.07,1234.7,755.5,-13.57,41.25,-20.23,45.75,29.53,Strong Bull,Correcting,37,10.0,-3.88,1.11,1.04,Stable,Golden Cross,242,-4.02,13.15,27.18,115.9,77.0,1.51
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,963539.32,Large,1345.5,-0.19,1315.46,1350.4,59.54,Bullish,Bullish,6.24,-4.19,-2.23,5.31,36.16,0.9192,0.288,18.56,2.63,1500.0,1187.6,-10.3,13.3,-18.37,5.31,18.13,Strong Bear,Correcting,190,6.0,7.64,-0.12,1.26,Rising,Death Cross,24,3.88,2.31,1.16,83.0,84.6,0.98
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,932344.92,Large,2576.9,0.86,2621.61,2965.77,55.29,Bullish,Bullish,5.51,-18.21,-13.98,-18.57,2.11,0.7586,0.272,21.63,2.58,3630.5,2346.2,-29.02,9.83,-32.68,-18.57,-3.76,Strong Bear,Damaged,242,7.0,11.58,-0.65,0.95,Stable,Death Cross,296,3.15,-11.71,-10.59,69.1,102.9,0.67
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,566732.89,Large,4119.8,1.07,3862.19,3821.97,62.97,Bullish,Bullish,10.76,2.35,9.3,35.51,66.99,1.3611,0.425,25.21,3.28,4440.0,3162.4,-7.21,30.27,-24.35,35.51,24.86,Strong Bull,Recovering,37,8.0,9.98,0.37,1.16,Rising,Golden Cross,229,8.4,8.84,12.69,141.2,114.2,1.24
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,563138.74,Large,905.9,-0.79,913.89,936.52,52.49,Bullish,Bullish,4.96,-5.6,-11.54,6.38,48.8,1.4065,0.314,29.46,3.72,1102.5,787.9,-17.83,14.98,-26.74,6.38,18.34,Strong Bear,Correcting,125,6.0,6.83,-0.39,1.3,Rising,Death Cross,17,2.6,0.9,-8.15,132.9,136.2,0.98
INFY.NS,Infosys Limited,Technology,Information Technology Services,533832.56,Large,1319.2,1.06,1352.89,1477.19,52.02,Bullish,Bullish,4.22,-18.27,-11.26,-2.76,-16.79,0.8291,0.198,25.28,2.9,1728.0,1215.1,-23.66,8.57,-27.75,-2.76,0.82,Strong Bear,Damaged,64,7.0,10.31,-0.45,0.94,Stable,Death Cross,41,1.86,-11.78,-7.87,92.9,104.6,0.89
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,532343.42,Large,841.65,-0.06,808.28,849.38,62.02,Bullish,Bullish,5.65,1.53,-5.98,11.16,100.74,1.0882,0.545,24.99,2.97,980.0,721.5,-14.12,16.65,-24.42,11.16,14.58,Strong Bear,Correcting,207,5.0,5.14,-0.24,1.26,Rising,Death Cross,85,3.29,8.02,-2.59,96.1,90.2,1.07
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,502674.07,Large,2139.1,-0.86,2205.76,2335.11,47.77,Bullish,Bearish,0.1,-9.84,-14.37,-3.15,22.01,0.557,0.359,19.33,2.41,2750.0,2022.5,-22.21,5.77,-23.18,-3.15,-3.45,Strong Bear,Damaged,166,6.0,3.38,-0.74,1.05,Stable,Death Cross,89,-2.26,-3.35,-10.97,50.2,58.7,0.86
